eMolecules_Order_Number,NAME,PO_Number,ORIG_ROWNUM,MATCH_TYPE,MWT,SMILES,SUPPLIER_NAME,CATALOG_NUMBER,SHIPPED_AMOUNT,SHIPPED_UNITS,BARCODE,PLATE_BARCODE,LOCATION,Text 1,EMOLECULES_ID
350033304,Mehtap Isik,,27,exact,336.29,O=c1oc2ccccc2c(c1Cc1c(=O)oc2c(c1O)cccc2)O,Vitas M Labs,STK801287,,mg,,,,,591595
350033304,Mehtap Isik,,41,exact,234.3,Cc1cc2ncc(nc2cc1C)c1ccccc1,Enamine Screening Compounds,Z234853442,,mg,,,,,594835
350033304,Mehtap Isik,,42,exact,315.75,COc1cc2c(ncnc2cc1OC)Nc1cccc(c1)Cl,Maybridge,GK03499,,mg,,,,,594850
350033304,Mehtap Isik,,43,exact,263.27,COC(=O)c1ccc(cc1)/C=C/1\SC(=O)NC1=O,Vitas M Labs,STK422154,,mg,,,,,620265
350033304,Mehtap Isik,,46,exact,356.48,O=C(c1ccc(cc1)C(C)(C)C)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK862110,,mg,,,,,639114
350033304,Mehtap Isik,,47,exact,326.41,O=C(Nc1sc2c(c1C(=O)N)CCCC2)/C=C/c1ccccc1,Life Chemicals,F0016-0676,,mg,,,,,640814
350033304,Mehtap Isik,,48,nonisomeric,386.46,COc1cc(C=CC(=O)Nc2sc3c(c2C(=O)N)CCCC3)ccc1OC,Enamine Screening Compounds,Z27358498,,mg,,,,,206912121
350033304,Mehtap Isik,,49,exact,267.11,Clc1ccc(c(c1)Cl)C(=O)Nc1ccncc1,Vitas M Labs,STK179303,,mg,,,,,647498
350033304,Mehtap Isik,,53,exact,321.37,Fc1ccc(cc1)Nc1ncnc2c1cc(s2)c1ccccc1,Enamine Screening Compounds,Z31201571,,mg,,,,,684258
350033304,Mehtap Isik,,54,exact,343.44,c1ccc(cc1)c1csc2c1c(ncn2)N1CCc2c(C1)cccc2,ChemDiv,D341-0349,,mg,,,,,688047
350033304,Mehtap Isik,,55,exact,321.37,Fc1ccc(cc1)Nc1ncnc2c1c(cs2)c1ccccc1,Enamine Screening Compounds,Z31201550,,mg,,,,,688294
350033304,Mehtap Isik,,56,exact,327.76,CCOC(=O)c1c(=O)[nH]c2c(c1c1ccccc1)cc(cc2)Cl,Vitas M Labs,STK049444,,mg,,,,,703997
350033304,Mehtap Isik,,59,exact,351.01,Clc1cc(Cl)c(c(c1)C(=O)Nc1ccc(c(c1)Cl)Cl)O,ChemDiv,0180-0344,,mg,,,,,718480
350033304,Mehtap Isik,,60,exact,211.22,Nc1ncnc2c1cnn2c1ccccc1,Maybridge,RJC00689,,mg,,,,,719540
350033304,Mehtap Isik,,61,exact,241.04,Brc1ccc2c(c1)cc(o2)C(=O)O,Vitas M Labs,STK319356,,mg,,,,,724767
350033304,Mehtap Isik,,63,salt/solvate,355.33,CN(CCCN1c2ccccc2Sc2c1cc(Cl)cc2)C.Cl,Enamine Screening Compounds,Z1259155914,,mg,,,,,492822
350033304,Mehtap Isik,,64,salt/solvate,510.44,OCCN1CCN(CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F.Cl.Cl,Enamine Screening Compounds,Z2784093501,,mg,,,,,2724817
350033304,Mehtap Isik,,71,exact,221.28,Cc1cc(C)c2c(n1)sc(c2N)C(=O)N,Vitas M Labs,STK725975,,mg,,,,,827004
350033304,Mehtap Isik,,73,exact,205.28,Nc1ncnc2c1c1CCCCc1s2,Vitas M Labs,STK271042,,mg,,,,,827097
350033304,Mehtap Isik,,75,exact,305.76,Clc1ncnc2c1c(cn2c1ccccc1)c1ccccc1,Life Chemicals,F1386-0302,,mg,,,,,831334
350033304,Mehtap Isik,,76,exact,235.26,COc1ccc(cc1)/C=C/1\SC(=O)NC1=O,Vitas M Labs,STK338390,,mg,,,,,832041
350033304,Mehtap Isik,,77,nonisomeric,205.23,O=C1NC(=O)S/C/1=C/c1ccccc1,Vitas M Labs,STL293366,,mg,,,,,1976726
350033304,Mehtap Isik,,78,exact,321.39,COc1cc(ccc1OC)c1csc(c1C(=O)OC(C)C)N,Vitas M Labs,STK348738,,mg,,,,,837243
350033304,Mehtap Isik,,79,exact,287.32,Nc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1,ChemDiv,3720-2377F,,mg,,,,,840416
350033304,Mehtap Isik,,80,exact,218.27,NC(=O)c1cc(sc1N)c1ccccc1,Enamine Screening Compounds,Z56884070,,mg,,,,,859659
350033304,Mehtap Isik,,82,exact,446.9,COc1cc2ncnc(c2cc1OCCCN1CCOCC1)Nc1ccc(c(c1)Cl)F,Vitas M Labs,STK621310,,mg,,,,,876432
350033304,Mehtap Isik,,83,exact,493.6,CN1CCN(CC1)Cc1ccc(cc1)C(=O)Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C,Enamine Screening Compounds,Z1551429727,,mg,,,,,876446
350033304,Mehtap Isik,,84,exact,238.31,CC(=O)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STL289226,,mg,,,,,878115
350033304,Mehtap Isik,,85,exact,354.18,OC(=O)COC(=O)Cc1ccccc1Nc1c(Cl)cccc1Cl,Vitas M Labs,STK594349,,mg,,,,,901322
350033304,Mehtap Isik,,86,salt/solvate,681.77,CCCCc1oc2c(c1C(=O)c1cc(I)c(c(c1)I)OCCN(CC)CC)cccc2.Cl,Maybridge,RJC02270,,mg,,,,,2726975
350033304,Mehtap Isik,,89,exact,381.37,Cc1ccc(cc1)c1cc(nn1c1ccc(cc1)S(=O)(=O)N)C(F)(F)F,Vitas M Labs,STL373576,,mg,,,,,901601
350033304,Mehtap Isik,,91,exact,469.66,O=C(c1ccc(cc1)C(C)(C)C)CCCN1CCC(CC1)OC(c1ccccc1)c1ccccc1,Vitas M Labs,STK624411,,mg,,,,,901816
350033304,Mehtap Isik,,92,exact,291.37,O=S(=O)(c1cccc2c1ccnc2)N1CCNCCC1,Enamine Screening Compounds,Z1160899500,,mg,,,,,901874
350033304,Mehtap Isik,,94,salt/solvate,510.04,Oc1ccc2c(c1)sc(c2C(=O)c1ccc(cc1)OCCN1CCCCC1)c1ccc(cc1)O.Cl,UORSY,PB1172064438,,mg,,,,,594043
350033304,Mehtap Isik,,95,exact,464.82,CNC(=O)c1nccc(c1)Oc1ccc(cc1)NC(=O)Nc1ccc(c(c1)C(F)(F)F)Cl,Enamine Screening Compounds,Z89277543,,mg,,,,,902486
350033304,Mehtap Isik,,100,exact,223.29,CCc1nc2sc(c(c2c(=O)n1N)C)C,Vitas M Labs,STK279711,,mg,,,,,1021824
350033304,Mehtap Isik,,101,exact,334.82,Clc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,Life Chemicals,F0016-0657,,mg,,,,,1022286
350033304,Mehtap Isik,,102,exact,311.34,COc1cccc(c1)Nc1ncnc2c1cc(OC)c(c2)OC,Maybridge,GK03503,,mg,,,,,1026999
350033304,Mehtap Isik,,103,exact,426.53,CCCc1c(cnn1c1ccccc1)C(=O)Nc1cc(ccc1C)S(=O)(=O)N(C)C,Maybridge,HTS06221,,mg,,,,,1030591
350033304,Mehtap Isik,,104,exact,337.37,O=C1N(CNc2ccc(cc2)N2CCOCC2)C(=O)c2c1cccc2,Maybridge,S04546,,mg,,,,,1067536
350033304,Mehtap Isik,,105,exact,223.22,O=C1NC(=O)S/C/1=C\c1ccc(cc1)F,Vitas M Labs,STK044824,,mg,,,,,1078483
350033304,Mehtap Isik,,106,exact,360.43,COc1ccc(cc1)OCC(=O)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK355704,,mg,,,,,1088722
350033304,Mehtap Isik,,107,exact,330.4,COc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK000651,,mg,,,,,1090098
350033304,Mehtap Isik,,110,exact,314.4,O=C(Nc1sc2c(c1C(=O)N)CCCC2)Cc1ccccc1,Vitas M Labs,STK064662,,mg,,,,,1108650
350033304,Mehtap Isik,,112,exact,335.38,NC(=O)c1sc2c(c1N)c(cc(n2)c1ccccc1)c1ccco1,Enamine Screening Compounds,Z57195671,,mg,,,,,1129902
350033304,Mehtap Isik,,113,exact,253.3,COc1ccc(cc1)NC(=O)/C=C/c1ccccc1,Vitas M Labs,STK414174,,mg,,,,,1155596
350033304,Mehtap Isik,,115,exact,268.33,O=C(Nc1nc2c(s1)cccc2)Cc1ccccc1,Vitas M Labs,STK414477,,mg,,,,,1171893
350033304,Mehtap Isik,,116,exact,344.38,O=C(c1ccc2c(c1)OCO2)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK247069,,mg,,,,,1178116
350033304,Mehtap Isik,,118,exact,194.23,c1ccc(cc1)n1cnc2c1cccc2,Vitas M Labs,STK325727,,mg,,,,,1202048
350033304,Mehtap Isik,,119,exact,234.3,O=c1[nH]cnc2c1c(cs2)c1cccs1,Enamine Screening Compounds,Z56884045,,mg,,,,,1210593
350033304,Mehtap Isik,,120,exact,297.37,Fc1ccccc1C(=O)N1CCC(CC1)Cc1ccccc1,Vitas M Labs,STK183068,,mg,,,,,1214596
350033304,Mehtap Isik,,122,exact,301.39,O=C(c1cccs1)Nc1nnc(s1)Cc1ccccc1,Enamine Screening Compounds,Z27474679,,mg,,,,,1228629
350033304,Mehtap Isik,,124,exact,322.77,Clc1ccc(cc1)Cn1c(S)nc2c1c(=O)[nH]c(=O)n2C,Vitas M Labs,STK046762,,mg,,,,,1242692
350033304,Mehtap Isik,,125,exact,301.36,O=C(c1cccnc1)Nc1sc2c(c1C(=O)N)CCCC2,UORSY,PB27435900,,mg,,,,,1243518
350033304,Mehtap Isik,,126,exact,379.27,Brc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,Enamine Screening Compounds,Z27358423,,mg,,,,,1243584
350033304,Mehtap Isik,,128,exact,293.4,Cc1ccccc1C(=O)N1CCC(CC1)Cc1ccccc1,Vitas M Labs,STK183090,,mg,,,,,1260546
350033304,Mehtap Isik,,129,exact,368.4,CCOc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)OCC)F,Vitas M Labs,STL416404,,mg,,,,,1267281
350033304,Mehtap Isik,,131,exact,314.4,Cc1cccc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK093139,,mg,,,,,1278243
350033304,Mehtap Isik,,133,exact,267.11,O=C(c1c(Cl)cccc1Cl)Nc1ccncc1,Vitas M Labs,STK098832,,mg,,,,,1284691
350033304,Mehtap Isik,,135,exact,252.33,CCC(=O)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STL255939,,mg,,,,,1289161
350033304,Mehtap Isik,,140,exact,235.28,c1ccc(cc1)CNc1ncnc2c1cccc2,Enamine Screening Compounds,Z57161635,,mg,,,,,1327878
350033304,Mehtap Isik,,141,salt/solvate,257.72,c1ccc(cc1)Nc1ncnc2c1cccc2.Cl,Maybridge,DP00797,,mg,,,,,5639199
350033304,Mehtap Isik,,143,exact,289.26,FC(c1cccc(c1)Nc1ncnc2c1cccc2)(F)F,ChemDiv,3232-0333,,mg,,,,,1327907
350033304,Mehtap Isik,,145,exact,219.31,Nc1ncnc2c1c1CCCCCc1s2,Maybridge,SEW04081,,mg,,,,,1339083
350033304,Mehtap Isik,,146,exact,369.42,COc1ccc(cc1)c1nn(cc1C(=O)Nc1ccccc1)c1ccccc1,UORSY,PB27860432,,mg,,,,,1356211
350033304,Mehtap Isik,,147,exact,229.24,CCn1c(nc2c1cccc2)c1nonc1N,Enamine Screening Compounds,Z1892061696,,mg,,,,,1360661
350033304,Mehtap Isik,,148,exact,293.32,OC(=O)Cc1c(=O)[nH]c2c(c1c1ccccc1)cc(cc2)C,Enamine Screening Compounds,Z57157353,,mg,,,,,1367649
350033304,Mehtap Isik,,149,exact,209.25,[nH]1cc2c(n1)c1[nH]c3c(c1CC2)cccc3,ChemDiv,D090-0041,,mg,,,,,1368861
350033304,Mehtap Isik,,150,exact,315.31,Cc1ccc(cc1)S(=O)(=O)Nc1cccc(c1)C(F)(F)F,Vitas M Labs,STK053880,,mg,,,,,1377874
350033304,Mehtap Isik,,153,exact,368.4,O=C(c1cccs1)Nc1ncc(s1)Cc1cccc(c1)C(F)(F)F,Vitas M Labs,STK377145,,mg,,,,,1406839
350033304,Mehtap Isik,,155,exact,370.4,COc1ccc(cc1)Nc1nnc(c2c1cccc2)c1ccc(cc1)C(=O)N,Vitas M Labs,STK009770,,mg,,,,,1411040
350033304,Mehtap Isik,,157,exact,312.39,COc1ccccc1CC(=O)Nc1nc2c(s1)cc(cc2)C,Vitas M Labs,STK088237,,mg,,,,,1412934
350033304,Mehtap Isik,,158,exact,391.42,OCCNc1ncnc2c1c(c1ccc(cc1)OC)c(o2)c1ccc(cc1)OC,Vitas M Labs,STK090644,,mg,,,,,1415746
350033304,Mehtap Isik,,159,exact,331.37,OCCNc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1,Vitas M Labs,STK012643,,mg,,,,,1415762
350033304,Mehtap Isik,,160,exact,342.41,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(cc1)OC,Vitas M Labs,STK073321,,mg,,,,,1421743
350033304,Mehtap Isik,,163,salt/solvate,287.74,COc1cccc(c1)Nc1ncnc2c1cccc2.Cl,Enamine Screening Compounds,Z220564816,,mg,,,,,1865544
350033304,Mehtap Isik,,166,exact,269.32,c1ccc(cc1)CSc1nnc(o1)c1ccncc1,Vitas M Labs,STK032731,,mg,,,,,1444229
350033304,Mehtap Isik,,167,exact,264.34,O=C(C1CC1)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK124515,,mg,,,,,1448525
350033304,Mehtap Isik,,168,exact,330.4,COc1cccc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK412673,,mg,,,,,1452942
350033304,Mehtap Isik,,169,exact,360.43,COc1cc(ccc1OC)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK259280,,mg,,,,,1452944
350033304,Mehtap Isik,,170,exact,360.43,COc1cc(OC)cc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK355700,,mg,,,,,1452950
350033304,Mehtap Isik,,173,exact,328.34,Oc1ccc(c(c1)O)c1csc(n1)Nc1cccc(c1)C(=O)O,Vitas M Labs,STK014501,,mg,,,,,1457396
350033304,Mehtap Isik,,175,exact,345.84,COc1ccc2c(c1)sc(c2Cl)C(=O)N(Cc1ccccc1)C,Vitas M Labs,STK056833,,mg,,,,,1464977
350033304,Mehtap Isik,,177,exact,319.31,CCOC(=O)c1c(=O)[nH]c2c3c1c1ccccc1c(=O)c3ccc2,Life Chemicals,F1414-1232,,mg,,,,,1470412
350033304,Mehtap Isik,,178,exact,317.39,O=C(c1cccs1)Nc1nnc(s1)COc1ccccc1,ChemDiv,3388-0641,,mg,,,,,1472238
350033304,Mehtap Isik,,179,exact,290.36,Cc1cc(C)nc(n1)SCC(=O)c1ccc(c(c1)C)F,Vitas M Labs,STK913849,,mg,,,,,1477944
350033304,Mehtap Isik,,181,exact,231.28,Nc1ccc(cc1)c1nn2c(s1)nnc2C,Vitas M Labs,STK513466,,mg,,,,,1503405
350033304,Mehtap Isik,,184,exact,254.28,Nc1cc(C)c(c(c1)c1oc2c(n1)ccc(c2)C)O,Vitas M Labs,STK220326,,mg,,,,,1532460
350033304,Mehtap Isik,,185,exact,347.39,O=C(c1cccs1)Nc1ccccc1c1nc2ccccc2[nH]c1=O,UORSY,PB108641410,,mg,,,,,1536105
350033304,Mehtap Isik,,188,exact,314.4,Cc1ccc(cc1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK004365,,mg,,,,,1557065
350033304,Mehtap Isik,,189,exact,300.38,O=C(c1ccccc1)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK281739,,mg,,,,,1557067
350033304,Mehtap Isik,,190,exact,314.4,Cc1ccccc1C(=O)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK007957,,mg,,,,,1557073
350033304,Mehtap Isik,,191,exact,328.43,O=C(Nc1sc2c(c1C(=O)N)CCCC2)CCc1ccccc1,Vitas M Labs,STL069586,,mg,,,,,1557075
350033304,Mehtap Isik,,193,exact,282.72,Clc1ccc(cc1)C(=O)Nc1cccc2c1nccc2,Vitas M Labs,STK514444,,mg,,,,,1570822
350033304,Mehtap Isik,,194,exact,282.72,O=C(c1ccccc1Cl)Nc1cccc2c1nccc2,Vitas M Labs,STL072167,,mg,,,,,1573146
350033304,Mehtap Isik,,195,exact,438.09,Brc1cccc(c1)Nc1ncc(c(n1)Nc1cccc(c1)Br)F,Vitas M Labs,STL368658,,mg,,,,,1574612
350033304,Mehtap Isik,,196,exact,316.28,Fc1ccc(cc1)Nc1ncc(c(n1)Nc1ccc(cc1)F)F,Vitas M Labs,STK699264,,mg,,,,,1698122
350033304,Mehtap Isik,,197,exact,349.22,Brc1ccc(o1)C(=O)Nc1ccccc1N1CCCCC1,Vitas M Labs,STK259377,,mg,,,,,1716329
350033304,Mehtap Isik,,198,exact,403.86,COc1ccc(cc1)NC(=O)c1cn(nc1c1ccc(cc1)Cl)c1ccccc1,UORSY,PB28216732,,mg,,,,,1749044
350033304,Mehtap Isik,,200,exact,369.42,COc1ccc(cc1)NC(=O)c1cn(nc1c1ccccc1)c1ccccc1,UORSY,PB28216731,,mg,,,,,1753242
350033304,Mehtap Isik,,201,exact,271.06,COc1cc(Br)cc2c1oc(c2)C(=O)O,Vitas M Labs,STK195773,,mg,,,,,1772854
350033304,Mehtap Isik,,202,exact,346.83,CCOc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(cc1)Cl,Vitas M Labs,STK244001,,mg,,,,,1782302
350033304,Mehtap Isik,,204,exact,290.34,O=C(c1ccco1)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK319959,,mg,,,,,1852544
350033304,Mehtap Isik,,205,exact,253.3,COc1ccccc1NC(=O)/C=C/c1ccccc1,Vitas M Labs,STK326543,,mg,,,,,1852896
350033304,Mehtap Isik,,206,exact,299.37,Fc1ccc(cc1)Nc1ncnc2c1c1CCCCc1s2,UORSY,PB31279017,,mg,,,,,1856737
350033304,Mehtap Isik,,219,exact,224.3,NC(=O)c1sc(cc1N)c1cscc1,Maybridge,GK01140,,mg,,,,,1934441
350033304,Mehtap Isik,,227,exact,281.31,COc1cc2c(ncnc2cc1OC)Nc1ccccc1,Maybridge,GK03498,,mg,,,,,1987313
350033304,Mehtap Isik,,233,exact,347.37,COc1ccc(cc1)c1oc2c(c1c1ccc(cc1)OC)c(N)ncn2,Vitas M Labs,STK281593,,mg,,,,,1990422
350033304,Mehtap Isik,,234,exact,400.47,O1CCN(CC1)CCNc1ncnc2c1c(c1ccccc1)c(o2)c1ccccc1,Vitas M Labs,STK198606,,mg,,,,,2010194
350033304,Mehtap Isik,,235,exact,234.2,O=C(c1c(F)cccc1F)Nc1ccncc1,Vitas M Labs,STK462431,,mg,,,,,2042282
350033304,Mehtap Isik,,236,exact,313.82,Clc1ccccc1C(=O)N1CCC(CC1)Cc1ccccc1,Vitas M Labs,STK034825,,mg,,,,,2066225
350033304,Mehtap Isik,,238,exact,333.41,COc1ccc(cc1)Nc1ncnc2c1c(cs2)c1ccccc1,Vitas M Labs,STK106101,,mg,,,,,2116328
350033304,Mehtap Isik,,239,exact,334.82,Clc1cccc(c1)C(=O)Nc1sc2c(c1C(=O)N)CCCC2,Vitas M Labs,STK412669,,mg,,,,,2126243
350033304,Mehtap Isik,,241,exact,440.77,Clc1ccc(cc1)C(=O)Nc1nnc(s1)SCc1ccc(cc1)Br,Life Chemicals,F0417-1893,,mg,,,,,2183015
350033304,Mehtap Isik,,242,exact,334.39,COc1ccc(cc1OC)C(=O)Nc1sc(c(c1C(=O)N)C)C,Vitas M Labs,STK419598,,mg,,,,,2196757
350033304,Mehtap Isik,,243,exact,305.35,COc1ccc(cc1)CC(=O)Nc1ccsc1C(=O)OC,Vitas M Labs,STK440949,,mg,,,,,2199309
350033304,Mehtap Isik,,245,exact,337.8,O=C(c1ccccc1Oc1ccccc1)NCc1ccccc1Cl,Vitas M Labs,STK159180,,mg,,,,,2243257
350033304,Mehtap Isik,,246,exact,267.11,Clc1ccc(c(c1)C(=O)Nc1ccncc1)Cl,Vitas M Labs,STK041659,,mg,,,,,2253464
350033304,Mehtap Isik,,247,exact,379.86,Fc1cccc(c1)CSc1nnc(s1)NC(=O)c1ccccc1Cl,Vitas M Labs,STK139440,,mg,,,,,2259473
350033304,Mehtap Isik,,248,exact,246.28,O=C(c1ccccc1)Nc1sccc1C(=O)N,Vitas M Labs,STK471590,,mg,,,,,2266007
350033304,Mehtap Isik,,249,exact,294.76,O=C(Nc1sccc1C(=O)N)Cc1ccccc1Cl,Vitas M Labs,STK464275,,mg,,,,,2266103
350033304,Mehtap Isik,,250,exact,267.11,O=C(c1cccc(c1Cl)Cl)Nc1ccncc1,Vitas M Labs,STK464346,,mg,,,,,2266357
350033304,Mehtap Isik,,252,exact,346.4,COc1ccc(cc1OC)C(=O)Nc1sc2c(c1C(=O)N)CCC2,Vitas M Labs,STK412436,,mg,,,,,2319765
350033304,Mehtap Isik,,254,exact,374.45,COc1cc(ccc1OC)C(=O)Nc1sc2c(c1C(=O)N)CCCCC2,Vitas M Labs,STK412033,,mg,,,,,2358480
350033304,Mehtap Isik,,256,exact,388.48,CCOc1ccc2c(c1)sc(n2)NC(=O)C(c1ccccc1)c1ccccc1,Vitas M Labs,STK412794,,mg,,,,,2382204
350033304,Mehtap Isik,,257,exact,324.16,O=C(Nc1ccccc1C(=O)N)Nc1ccc(c(c1)Cl)Cl,Vitas M Labs,STK447319,,mg,,,,,2388562
350033304,Mehtap Isik,,258,exact,332.8,COc1ccc2c(c1)sc(n2)NC(=O)Cc1ccc(cc1)Cl,Vitas M Labs,STK052755,,mg,,,,,2393398
350033304,Mehtap Isik,,259,exact,353.42,Cc1ccc(cc1)c1nn(cc1C(=O)Nc1ccccc1)c1ccccc1,Enamine Screening Compounds,Z27783017,,mg,,,,,2397745
350033304,Mehtap Isik,,260,exact,383.44,COc1ccc(cc1)NC(=O)c1cn(nc1c1ccc(cc1)C)c1ccccc1,UORSY,PB28216787,,mg,,,,,2397757
350033304,Mehtap Isik,,261,exact,432.31,Cc1ccc(cc1)c1nn(cc1C(=O)Nc1ccc(cc1)Br)c1ccccc1,UORSY,PB27864707,,mg,,,,,2398705
350033304,Mehtap Isik,,262,exact,387.86,Cc1ccc(cc1)c1nn(cc1C(=O)Nc1ccc(cc1)Cl)c1ccccc1,Enamine Screening Compounds,Z28162147,,mg,,,,,2400468
350033304,Mehtap Isik,,263,exact,418.29,Brc1ccc(cc1)NC(=O)c1cn(nc1c1ccccc1)c1ccccc1,UORSY,PB27864651,,mg,,,,,2401109
350033304,Mehtap Isik,,266,exact,388.39,FC(Oc1ccc(cc1)C(=O)Nc1sc(cc1C(=O)N)c1ccccc1)F,Enamine Screening Compounds,Z29292499,,mg,,,,,2436839
350033304,Mehtap Isik,,267,exact,275.32,COC(=O)c1sccc1NC(=O)Cc1ccccc1,Vitas M Labs,STK483140,,mg,,,,,2440057
350033304,Mehtap Isik,,271,exact,277.29,O=C(Nc1noc(c1)C(C)(C)C)Nc1ccc(cc1)F,Vitas M Labs,STK469925,,mg,,,,,2546448
350033304,Mehtap Isik,,275,exact,187.2,NC(=O)c1cc2ccccc2nc1N,ChemDiv,8018-2841,,mg,,,,,2720837
350033304,Mehtap Isik,,276,exact,277.32,Nc1ccc(c(c1)Nc1nccc(n1)c1cccnc1)C,Life Chemicals,F9995-0188,,mg,,,,,2727697
350033304,Mehtap Isik,,277,exact,457.43,COc1ccc(cc1)C(=O)COC(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(cc1)C(=O)C,Vitas M Labs,STK268746,,mg,,,,,2759864
350033304,Mehtap Isik,,282,exact,191.25,Nc1ncnc2c1c1CCCc1s2,Vitas M Labs,STK894648,,mg,,,,,2867544
350033304,Mehtap Isik,,283,exact,381.27,OC(=O)CSc1ncnc2c1sc(c2)c1ccc(cc1)Br,Enamine Screening Compounds,Z92591327,,mg,,,,,2867948
350033304,Mehtap Isik,,284,exact,373.83,Clc1ccc(cc1)c1nn(cc1C(=O)Nc1ccccc1)c1ccccc1,UORSY,PB27860430,,mg,,,,,2960605
350033304,Mehtap Isik,,285,exact,347.84,Clc1cc(ccc1F)Nc1ncnc2c1c1CCCCCc1s2,UORSY,PB31313203,,mg,,,,,3026185
350033304,Mehtap Isik,,286,exact,379.86,Fc1ccc(cc1)CSc1nnc(s1)NC(=O)c1ccccc1Cl,Enamine Screening Compounds,Z28653497,,mg,,,,,3044617
350033304,Mehtap Isik,,287,exact,290.34,COc1ccc(cc1)CC(=O)Nc1sccc1C(=O)N,Enamine Screening Compounds,Z29084341,,mg,,,,,3045462
350033304,Mehtap Isik,,289,exact,401.48,O=C(c1ccccc1)Nc1ccc(cc1)Oc1ncnc2c1c1CCCCc1s2,UORSY,PB31167343,,mg,,,,,3064762
350033304,Mehtap Isik,,291,exact,328.39,COc1ccc(cc1)CC(=O)Nc1nc2c(s1)cc(cc2)OC,Enamine Screening Compounds,Z27678620,,mg,,,,,3192230
350033304,Mehtap Isik,,293,exact,299.35,O=C(Cc1c[nH]c2c1cccc2)Nc1sccc1C(=O)N,Enamine Screening Compounds,Z29084306,,mg,,,,,3239037
350033304,Mehtap Isik,,294,exact,360.36,COc1ccc(cc1F)CSc1nnc(o1)c1ccc2c(c1)OCO2,Enamine Screening Compounds,Z19455663,,mg,,,,,3244952
