SMILES,TITLE,TANIMOTO,AVG_TANIMOTO,Version_ID,Parent_ID,Supplier_ID,Compound_ID,CAS_number,Chemical_name,Catalog_ID,Supplier_status,Price_code,Salt_comment,Availability_amount,Availability_units,Supplier_name,Supplier_tier,Price_USD,Amount_mg
c1cc2c(cc1C(=O)Nc3c(c4c(s3)CCCC4)C(=O)N)OCO2,179213779,1.000000000000000,0.131143986579132,1178116,1178115,64,1280063,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
COc1cc(cc(c1)OC)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,146088190,1.000000000000000,0.133344120303226,1452950,1452949,7,1488-0296,NA,NA,9,favorites,DC,NA,124.0,mg,ChemDiv,1,1205.0,1000.0
COc1cc(cc(c1)OC)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,150889586,1.000000000000000,0.133344120303226,1452950,1452949,40,Z27358556,NA,NA,1018,favorites,HTS_Collection,NA,94.1,mg,Enamine Screening Compounds,1,272.0,100.0
COc1cc(cc(c1)OC)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,152351154,1.000000000000000,0.133344120303226,1452950,1452949,45,AE-848/36315053,NA,"2-[(3,5-dimethoxybenzoyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",137,preferred,S01,NA,92.8,mg,Specs,2,411.0,100.0
COc1cc(cc(c1)OC)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,153690006,1.000000000000000,0.133344120303226,1452950,1452949,332,IVK/8040444,NA,NA,778,standard,NA,NA,NA,NA,Alinda Chemical,3,NA,NA
COc1cc(cc(c1)OC)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,154826254,1.000000000000000,0.133344120303226,1452950,1452949,104,5695926,NA,"2-[(3,5-dimethoxybenzoyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",994,favorites,2,NA,30.0,mg,ChemBridge,1,304.0,100.0
COc1cc(cc(c1)OC)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,157441647,1.000000000000000,0.133344120303226,1452950,1452949,42,F0098-0101,NA,NA,652,favorites,General,NA,201.2,mg,Life Chemicals,1,400.0,100.0
COc1cc(cc(c1)OC)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,158264223,1.000000000000000,0.133344120303226,1452950,1452949,61,OSSL_079274,NA,"2-(3,5-Dimethoxy-benzoylamino)-4,5,6,7-tetrahydro-benzo[b]thiophene-3-carboxylic acid amide",163,standard,NA,NA,100.0,mg,Princeton BioMolecular Research,3,NA,NA
COc1cc(cc(c1)OC)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,166183558,1.000000000000000,0.133344120303226,1452950,1452949,119,STK355700,NA,NA,1529,favorites,Historical,NA,254.0,mg,Vitas M Labs,1,233.0,100.0
COc1cc(cc(c1)OC)C(=O)Nc2c(c3c(s2)CCCC3)C(=O)N,172082074,1.000000000000000,0.133344120303226,1452950,1452949,11,BAS 04435766,NA,NA,654,favorites,NA,NA,NA,NA,ASINEX - SC,1,NA,NA
c1ccc2c(c1)CCC(=O)N2,119342560,1.000000000000000,0.144002891139775,506221,506220,60,AC39801,553-03-7,"3,4-Dihydro-2(1H)-quinolinone",501,favorites,NA,NA,126664.0,mg,Maybridge,1,NA,NA
c1ccc2c(c1)CCC(=O)N2,127374733,1.000000000000000,0.144002891139775,506221,506220,40,Z85917566,NA,NA,1018,favorites,Advanced_Collection,NA,50321.1,mg,Enamine Screening Compounds,1,408.0,100.0
c1ccc2c(c1)CCC(=O)N2,133563145,1.000000000000000,0.144002891139775,506221,506220,61,OSSL_297037,NA,"1,2,3,4-tetrahydroquinolin-2-one",163,standard,NA,NA,100.0,mg,Princeton BioMolecular Research,3,NA,NA
c1ccc2c(c1)CCC(=O)N2,140843750,1.000000000000000,0.144002891139775,506221,506220,64,1655132,NA,NA,516,standard,NA,NA,172.0,mg,Otava,3,NA,NA
c1ccc2c(c1)CCC(=O)N2,153547734,1.000000000000000,0.144002891139775,506221,506220,332,IBS-L0034157,553-03-7,NA,778,standard,NA,NA,NA,NA,Alinda Chemical,3,NA,NA
c1ccc2c(c1)CCC(=O)N2,174237519,1.000000000000000,0.144002891139775,506221,506220,1432,GF-0123,553-03-7,NA,1781,favorites,NA,NA,NA,NA,Key Organics/BIONET - Screening and Fragments,1,NA,NA
c1cc(oc1)c2csc3c2c(=O)[nH]cn3,111949969,1.000000000000000,0.075612760618266,30081158,30081157,45,AO-476/43417073,NA,"5-(2-furyl)thieno[2,3-d]pyrimidin-4(3H)-one",137,preferred,S01,NA,436.9,mg,Specs,2,411.0,100.0
CC1CN(CC(O1)C)CC(=O)Nc2ccc(cc2)N3CCOCC3,151045860,0.426966292134831,0.122115351855618,3238292,3238291,40,Z46163705,NA,NA,1018,favorites,HTS_Collection,NA,104.3,mg,Enamine Screening Compounds,1,272.0,100.0
c1cc(ccc1CSc2nnc(s2)NC(=O)c3ccc(cc3)Cl)F,150923289,1.000000000000000,0.131408781099964,35679514,35679513,40,Z28653510,NA,NA,1018,favorites,HTS_Collection,NA,300.0,mg,Enamine Screening Compounds,1,272.0,100.0
c1ccc(cc1)c2ccccc2NC(=O)Cc3c[nH]c4c3cccc4,137617998,0.569230769230769,0.115101149503617,3328551,3328550,40,Z26546044,NA,NA,1018,favorites,HTS_Collection,NA,418.3,mg,Enamine Screening Compounds,1,272.0,100.0
c1cc2cccnc2c(c1)c3cc(ncn3)N4CCOCC4,142215041,0.492753623188406,0.104207125547408,36428448,36428447,104,25566973,NA,8-(6-morpholin-4-ylpyrimidin-4-yl)quinoline,994,favorites,4,NA,2.0,mg,ChemBridge,1,151.0,20.0
CSc1c2c(ncnc2n(n1)C3CCCCC3)N,152364977,0.422535211267606,0.108669940096674,50005584,50005583,45,AT-417/43484816,NA,"1-cyclohexyl-3-(methylsulfanyl)-1H-pyrazolo[3,4-d]pyrimidin-4-ylamine",137,preferred,S01,NA,17.1,mg,Specs,2,411.0,100.0
CC(=O)Nc1ccc(cc1)Nc2c3cc(c(cc3nc(n2)Cl)OC)OC,105556531,1.000000000000000,0.126769040693400,14820295,14820294,64,7020700203,NA,NA,516,standard,NA,NA,118.0,mg,Otava,3,NA,NA
COc1cc2c(ccnc2cc1OC)Oc3ccc(cc3)N,190361069,0.506666666666667,0.123820880925722,42818125,42818124,1380,STT-00400258,NA,NA,1758,favorites,NA,NA,NA,NA,InnovaPharm - Screening Compounds,1,NA,NA
c1cc(c(cc1F)C(=O)Nc2ccncc2)F,181165276,1.000000000000000,0.139365290889760,43989809,43989808,64,5633246,NA,NA,1818,standard,Tangible SC,NA,NA,NA,Otava,3,440.0,50.0
c1ccc(c(c1)OCCSc2[nH]c3cc(ccc3n2)Br)F,108706060,0.306122448979592,0.112970686581581,1236271,1236270,45,AG-690/11304212,NA,6-bromo-2-{[2-(2-fluorophenoxy)ethyl]sulfanyl}-1H-benzimidazole,137,preferred,S01,NA,147.4,mg,Specs,2,411.0,100.0
